Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Total Exp,Exp_in_Current_Role,Years_Since_Last_Promotion,Job_Satisfaction,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
1902,23,Female,Divorced,HR,Analyst,3,87047,19,2,7,2,No,1,30,4,4,4,22,4,Yes
1903,46,Female,Married,IT,Assistant,3,39227,2,5,6,3,No,6,34,2,2,3,38,4,Yes
1904,48,Male,Single,IT,Assistant,1,86203,22,10,1,3,No,4,32,2,4,3,17,3,No
1905,47,Male,Single,Sales,Executive,2,32667,1,14,6,4,No,6,54,2,3,1,2,3,No
1906,54,Female,Divorced,Finance,Executive,4,115798,28,7,0,5,Yes,3,54,4,1,2,23,4,Yes
1907,27,Female,Divorced,IT,Executive,1,48600,8,8,2,3,Yes,7,43,3,1,4,32,4,No
1908,35,Male,Married,IT,Assistant,1,65291,15,7,9,1,Yes,9,41,2,1,1,13,4,No
1909,55,Female,Married,IT,Analyst,2,43495,6,9,3,3,Yes,3,58,1,2,4,2,1,No
1910,49,Male,Married,IT,Executive,3,46900,4,11,5,5,No,9,35,3,3,2,43,1,No
1911,37,Male,Single,Marketing,Executive,2,62284,12,3,8,5,Yes,3,58,1,3,3,43,1,No
1912,21,Female,Single,Sales,Analyst,1,70285,16,11,8,4,No,7,49,2,3,1,48,2,No
1913,32,Female,Divorced,IT,Analyst,2,84300,21,5,5,2,Yes,9,47,4,1,1,1,4,No
1914,23,Female,Divorced,Finance,Executive,3,37869,2,12,8,4,No,1,38,1,4,4,22,3,No
1915,45,Female,Divorced,IT,Assistant,1,48435,8,6,5,5,Yes,2,45,2,4,4,38,4,No
1916,44,Male,Married,Marketing,Assistant,2,89097,22,14,6,2,Yes,8,32,2,1,4,6,3,No
1917,49,Female,Single,HR,Executive,4,52616,6,10,5,4,Yes,7,42,1,4,2,6,3,No
1918,30,Female,Divorced,HR,Analyst,4,39009,3,7,2,1,No,7,40,1,1,1,37,4,No
1919,26,Female,Divorced,Sales,Assistant,2,28752,1,12,0,3,Yes,7,47,1,2,4,10,4,No
1920,50,Male,Divorced,HR,Analyst,2,53852,8,7,3,1,Yes,9,54,1,3,1,21,4,No
1921,29,Female,Divorced,IT,Manager,3,67295,12,4,0,1,No,8,39,3,3,4,8,2,No
1922,58,Female,Divorced,Marketing,Analyst,1,40815,7,1,9,3,Yes,7,40,1,3,1,43,2,No
1923,32,Male,Divorced,Sales,Analyst,2,105072,28,8,0,3,No,1,59,3,2,3,10,2,No
1924,50,Male,Single,IT,Manager,1,69225,17,10,4,5,No,4,58,3,2,3,1,1,No
1925,26,Male,Divorced,HR,Assistant,4,115316,28,1,7,3,No,5,37,3,2,4,49,1,No
1926,55,Male,Single,Finance,Assistant,1,59699,13,12,0,1,No,9,39,3,2,1,15,4,No
1927,39,Male,Married,IT,Assistant,5,113807,24,14,4,3,Yes,2,45,1,2,1,5,1,Yes
1928,23,Female,Single,Finance,Executive,3,109674,26,1,7,5,Yes,9,41,1,1,4,32,4,No
1929,26,Male,Married,Finance,Manager,3,82683,18,9,2,2,No,3,55,2,2,4,19,3,Yes
1930,20,Male,Single,Sales,Analyst,1,103227,27,13,5,4,Yes,3,57,1,1,2,4,3,No
1931,32,Male,Single,Marketing,Manager,3,76273,16,10,6,1,Yes,5,40,1,4,1,46,2,No
1932,41,Male,Divorced,HR,Manager,1,46000,8,10,9,3,Yes,5,57,3,4,1,35,3,No
1933,40,Male,Single,HR,Manager,1,78145,21,12,7,2,No,3,39,2,3,3,28,1,No
1934,41,Male,Single,IT,Manager,4,107010,24,3,2,4,Yes,4,51,1,3,3,37,2,Yes
1935,47,Male,Divorced,HR,Manager,1,99040,27,9,0,4,No,9,57,3,3,4,9,3,No
1936,28,Male,Married,Sales,Manager,3,70654,12,10,9,4,No,5,52,1,1,3,27,2,No
1937,45,Female,Divorced,HR,Executive,5,62776,6,11,7,1,No,1,41,2,2,3,4,3,No
1938,28,Female,Divorced,IT,Manager,2,26482,2,10,3,4,Yes,2,40,1,2,3,28,4,No
1939,34,Female,Divorced,HR,Manager,3,49179,7,14,1,1,No,7,38,1,2,2,33,4,No
1940,29,Male,Married,Marketing,Assistant,5,117249,27,12,0,1,Yes,3,53,1,1,3,13,4,No
1941,43,Male,Single,Finance,Manager,3,106630,27,14,5,5,No,1,59,1,1,1,5,1,No
1942,27,Male,Single,Finance,Manager,5,130853,29,1,0,4,Yes,7,35,1,1,3,22,2,No
1943,43,Female,Divorced,Finance,Assistant,3,93852,22,7,5,3,No,6,46,4,2,4,18,3,No
1944,35,Male,Divorced,Marketing,Assistant,2,32987,4,5,7,2,Yes,7,37,2,2,4,24,4,No
1945,45,Male,Single,Sales,Assistant,4,112622,25,12,2,1,No,3,56,3,1,2,13,2,No
1946,46,Male,Single,IT,Analyst,4,124327,29,12,5,1,No,8,48,2,2,3,4,1,No
1947,56,Female,Single,Marketing,Manager,2,116738,29,4,5,5,No,1,35,2,1,4,43,2,No
1948,23,Female,Married,IT,Manager,3,93841,20,11,4,1,No,8,47,1,3,2,3,4,No
1949,43,Male,Married,Sales,Manager,5,92160,16,12,2,1,Yes,2,45,1,2,4,11,2,No
1950,38,Female,Divorced,Marketing,Assistant,1,67100,17,5,5,3,No,6,53,1,2,1,46,1,No
1951,55,Male,Married,HR,Executive,3,118652,29,14,0,1,No,6,33,1,3,1,15,3,No
1952,58,Male,Divorced,Sales,Manager,2,37632,3,1,3,2,Yes,1,58,1,3,3,20,2,No
1953,29,Female,Single,Finance,Assistant,4,118421,27,10,7,2,No,3,37,1,1,2,11,2,No
1954,44,Female,Single,Marketing,Assistant,4,107016,24,7,5,3,No,8,36,1,3,4,41,4,Yes
1955,37,Female,Divorced,Sales,Assistant,3,34769,3,11,3,5,No,6,37,2,4,2,37,1,No
1956,38,Female,Single,Sales,Analyst,5,78343,14,12,5,3,No,7,47,1,4,2,9,4,No
1957,55,Male,Divorced,Marketing,Assistant,2,66358,14,2,0,2,Yes,2,45,1,3,3,34,3,No
1958,29,Male,Divorced,Finance,Executive,2,50769,7,14,2,3,No,5,56,2,2,1,3,2,No
1959,52,Female,Divorced,Finance,Analyst,5,122780,27,12,6,3,No,4,52,3,2,1,8,2,No
1960,24,Female,Married,Sales,Assistant,5,44602,1,9,0,4,No,2,37,3,2,2,13,4,Yes
1961,54,Male,Divorced,IT,Executive,3,72349,15,5,1,4,No,5,43,4,3,2,38,4,No
1962,53,Male,Divorced,Sales,Executive,3,72699,14,5,2,3,Yes,1,48,1,1,3,49,1,No
1963,52,Male,Divorced,Marketing,Manager,4,43241,4,14,3,1,No,3,36,3,4,4,14,2,Yes
1964,40,Male,Married,Marketing,Assistant,4,43125,4,3,5,3,No,6,36,2,1,1,36,2,No
1965,36,Female,Single,Marketing,Assistant,5,119382,25,10,8,5,No,4,32,1,3,4,35,1,No
1966,41,Female,Married,Finance,Manager,1,105764,28,2,0,3,Yes,4,42,4,2,1,34,4,No
1967,56,Female,Divorced,HR,Executive,1,53101,11,8,3,2,Yes,9,34,1,2,2,5,1,No
1968,34,Male,Married,Marketing,Assistant,1,25843,1,13,3,5,No,4,45,2,4,2,14,2,No
1969,54,Male,Single,Marketing,Manager,2,53072,11,9,5,2,No,4,54,1,3,1,9,2,No
1970,47,Female,Single,IT,Manager,3,66472,12,3,0,5,Yes,3,55,2,2,3,20,1,No
1971,26,Female,Divorced,IT,Executive,5,85189,15,12,8,5,Yes,2,35,4,1,3,1,2,No
1972,51,Female,Single,Sales,Executive,4,119472,29,14,0,2,No,8,40,1,2,2,20,3,Yes
1973,30,Male,Married,Sales,Assistant,1,90707,25,11,9,3,No,3,50,4,2,3,29,1,Yes
1974,29,Female,Married,Sales,Assistant,4,109804,26,13,0,5,Yes,6,41,4,4,4,49,4,No
1975,28,Male,Single,Marketing,Analyst,3,103704,24,8,2,1,No,2,33,3,1,3,46,1,Yes
1976,33,Female,Divorced,IT,Executive,5,83713,15,6,0,2,No,8,40,3,3,1,33,2,Yes
1977,32,Female,Divorced,Sales,Analyst,1,98051,26,12,3,2,No,9,53,4,1,1,45,3,Yes
1978,44,Female,Married,IT,Analyst,1,83475,22,11,6,3,Yes,5,59,4,2,2,31,2,No
1979,21,Male,Single,Marketing,Manager,5,119610,27,9,8,3,No,9,38,1,2,1,15,2,No
1980,54,Male,Married,Marketing,Manager,4,46255,4,10,3,5,Yes,1,59,2,1,2,49,2,Yes
1981,26,Male,Married,Sales,Assistant,3,113397,27,4,5,2,No,8,35,3,4,4,14,3,No
1982,40,Male,Married,Marketing,Executive,3,44735,6,3,1,3,Yes,2,50,1,3,1,15,3,Yes
1983,37,Male,Divorced,Marketing,Executive,3,100777,22,7,6,2,Yes,8,42,4,2,3,8,4,No
1984,22,Male,Single,IT,Analyst,4,44258,2,1,7,1,No,1,33,4,4,2,8,3,No
1985,58,Female,Single,HR,Analyst,4,106979,23,3,2,2,No,1,37,1,1,2,30,4,No
1986,30,Male,Divorced,Finance,Assistant,1,44428,9,7,0,5,Yes,9,38,4,1,4,47,1,No
1987,58,Female,Married,Sales,Manager,4,61426,8,12,1,1,No,3,39,3,2,3,16,2,Yes
1988,43,Male,Married,HR,Executive,2,85533,19,7,1,1,Yes,1,53,3,2,2,9,2,No
1989,38,Female,Divorced,Sales,Executive,5,64249,8,9,5,4,No,8,32,1,1,2,35,1,Yes
1990,23,Female,Single,HR,Executive,4,95291,20,14,6,3,No,4,48,2,3,3,1,2,No
1991,45,Male,Divorced,Marketing,Executive,3,57817,10,10,4,1,Yes,1,50,1,3,4,30,2,No
1992,57,Female,Single,Sales,Manager,4,90424,17,9,9,4,No,9,36,2,3,1,37,1,Yes
1993,51,Male,Single,HR,Assistant,1,75874,19,11,0,5,No,2,31,3,4,4,37,1,Yes
1994,58,Male,Single,Finance,Assistant,5,47686,1,11,4,3,Yes,1,53,3,3,3,49,1,No
1995,55,Male,Married,Marketing,Manager,5,102211,21,7,7,2,Yes,1,51,3,1,1,20,3,No
1996,59,Male,Married,Sales,Assistant,3,103661,26,11,9,2,Yes,2,57,4,4,4,25,2,Yes
1997,56,Female,Divorced,Sales,Assistant,5,83374,15,14,1,2,No,9,46,4,2,3,3,2,No
1998,52,Male,Divorced,HR,Analyst,2,62208,11,3,7,1,No,8,57,2,1,4,34,4,No
1999,55,Female,Married,Sales,Manager,5,110207,25,3,5,3,Yes,4,55,1,4,1,7,1,Yes
2000,22,Female,Divorced,Marketing,Assistant,3,48665,7,14,0,5,Yes,2,39,4,4,1,26,1,No
2001,28,Female,Married,IT,Analyst,5,85493,16,5,9,4,No,9,42,3,3,1,3,3,No
2002,27,Male,Married,HR,Manager,4,45813,3,9,8,3,No,8,55,3,1,4,20,1,Yes
2003,52,Female,Single,Finance,Manager,1,84632,23,1,7,4,No,5,30,2,3,4,16,2,No
2004,25,Male,Single,Sales,Executive,4,69083,12,1,4,4,Yes,2,49,3,4,3,9,1,Yes
2005,58,Female,Married,Marketing,Analyst,2,95719,24,9,3,2,No,3,52,1,1,2,9,2,No
2006,23,Male,Single,Sales,Analyst,2,75123,16,12,0,1,Yes,8,55,3,1,2,32,4,No
2007,32,Male,Married,Finance,Analyst,1,76679,20,7,1,1,No,8,33,4,3,2,39,3,No
2008,21,Male,Single,Marketing,Manager,1,72236,19,11,4,5,No,7,34,1,3,1,37,4,No
2009,24,Male,Divorced,Finance,Executive,1,28446,2,13,4,5,Yes,9,35,2,1,4,14,3,No
2010,46,Female,Divorced,Marketing,Manager,1,43443,8,14,7,2,No,7,43,3,3,2,49,3,No
2011,51,Female,Married,IT,Assistant,5,98770,19,4,4,4,Yes,3,42,2,2,1,3,4,No
2012,40,Male,Married,Marketing,Assistant,4,108732,23,1,4,2,No,1,50,3,2,1,32,2,No
2013,27,Female,Single,Finance,Assistant,2,59099,11,6,2,1,No,3,45,2,3,4,25,2,No
2014,57,Male,Single,HR,Executive,5,124555,27,9,6,1,Yes,2,57,2,3,3,5,1,No
2015,27,Male,Married,IT,Manager,1,50368,11,6,5,2,Yes,6,35,2,1,2,35,4,No
2016,22,Female,Divorced,Sales,Analyst,3,31285,2,5,4,3,Yes,5,54,2,4,4,24,4,No
2017,22,Male,Divorced,IT,Assistant,3,40148,5,1,1,1,Yes,9,48,3,4,1,18,1,Yes
2018,41,Male,Married,IT,Assistant,4,49037,5,9,3,5,Yes,8,52,1,1,3,21,3,No
2019,25,Male,Divorced,Sales,Manager,2,101549,25,9,2,3,No,5,42,3,4,2,21,4,No
2020,21,Male,Married,Marketing,Analyst,2,99121,24,1,6,2,Yes,2,45,1,3,4,17,1,No
2021,42,Male,Single,IT,Executive,4,111958,24,12,8,3,Yes,6,37,3,3,3,44,4,No
2022,21,Female,Divorced,IT,Assistant,1,49895,10,4,2,4,Yes,5,40,4,2,4,10,2,No
2023,57,Female,Divorced,HR,Assistant,1,26280,2,12,6,3,Yes,4,44,1,1,2,3,2,Yes
2024,36,Female,Single,HR,Assistant,2,66012,15,1,8,2,Yes,8,54,2,1,4,3,1,No
2025,54,Male,Single,Finance,Analyst,2,83715,18,10,4,4,Yes,8,52,3,2,4,31,1,No
2026,53,Male,Divorced,Sales,Assistant,2,58785,12,4,7,5,No,8,32,4,3,3,4,1,No
2027,42,Male,Divorced,Marketing,Analyst,1,48725,10,7,7,5,Yes,5,55,2,4,4,25,2,Yes
2028,49,Male,Married,Marketing,Assistant,3,50576,7,8,6,1,No,6,32,3,4,3,43,4,No
2029,27,Male,Married,Finance,Assistant,4,80782,15,3,0,3,Yes,3,33,3,1,2,19,2,No
2030,41,Male,Divorced,Marketing,Analyst,4,81257,15,3,4,2,Yes,6,41,4,3,1,3,4,No
2031,55,Female,Married,Marketing,Analyst,5,80793,12,10,9,5,Yes,3,41,1,1,3,19,1,No
2032,24,Male,Single,HR,Executive,5,124408,29,5,8,5,No,8,52,2,3,2,31,1,No
2033,32,Female,Married,Marketing,Manager,3,112340,29,11,8,3,Yes,9,33,3,1,4,3,3,No
2034,48,Male,Married,Marketing,Assistant,2,82817,20,6,5,2,No,5,34,3,4,4,37,2,No
2035,50,Female,Divorced,Finance,Assistant,3,72496,15,13,7,2,No,9,31,2,3,3,8,3,Yes
2036,35,Male,Married,Finance,Manager,5,49962,3,3,3,4,Yes,8,45,1,2,1,31,2,No
2037,49,Female,Divorced,IT,Manager,5,88299,16,6,8,5,No,8,51,2,2,3,34,2,No
2038,35,Female,Divorced,Marketing,Manager,4,126917,29,10,1,3,Yes,2,54,3,4,4,41,2,No
2039,31,Male,Divorced,Marketing,Assistant,3,89574,19,12,1,5,No,8,47,2,4,2,8,1,No
2040,36,Male,Single,Marketing,Assistant,1,37689,7,7,6,3,Yes,5,53,1,1,3,27,3,No
2041,35,Female,Married,HR,Assistant,5,89267,17,13,3,1,No,6,40,1,2,3,21,3,No
2042,31,Male,Married,Marketing,Analyst,4,46406,4,6,3,3,No,9,36,1,3,4,29,1,No
2043,27,Male,Married,HR,Executive,2,94453,22,6,1,2,No,2,40,1,3,3,40,2,No
2044,39,Male,Divorced,IT,Executive,3,71442,15,13,8,1,Yes,1,59,2,1,2,11,1,No
2045,22,Female,Single,Sales,Manager,5,70597,9,2,1,3,Yes,2,49,3,3,2,38,1,No
2046,35,Male,Divorced,Marketing,Manager,1,103437,28,13,8,5,No,2,33,3,3,2,12,4,No
2047,49,Female,Married,Finance,Assistant,5,91435,17,11,4,4,Yes,8,49,2,2,4,32,1,Yes
2048,42,Female,Divorced,Finance,Executive,1,26435,1,4,4,5,Yes,7,33,1,4,4,37,3,No
2049,47,Male,Divorced,Marketing,Executive,3,35107,2,1,6,1,Yes,2,49,2,3,3,25,3,Yes
2050,59,Female,Married,HR,Analyst,1,36560,7,10,4,1,Yes,2,54,4,4,2,45,1,No
2051,24,Male,Divorced,Finance,Assistant,1,92785,23,13,5,1,Yes,9,50,3,1,1,19,1,Yes
2052,39,Male,Divorced,Finance,Assistant,4,77548,14,5,2,3,No,2,49,2,2,2,49,3,No
2053,59,Female,Single,IT,Executive,3,41826,5,13,2,2,Yes,9,35,4,3,3,31,1,Yes
2054,20,Female,Divorced,IT,Executive,5,54629,4,13,2,1,Yes,6,51,2,4,2,37,3,No
2055,49,Female,Single,IT,Analyst,2,67325,13,10,0,2,No,1,58,1,3,1,1,3,Yes
2056,40,Female,Married,Finance,Analyst,3,58138,10,3,2,1,Yes,6,32,3,4,3,28,3,No
2057,39,Female,Single,Finance,Assistant,3,71693,13,3,3,4,No,1,57,4,4,4,37,2,No
2058,25,Male,Divorced,Marketing,Analyst,2,94264,22,4,5,5,Yes,6,41,4,1,4,32,4,No
2059,41,Female,Married,Marketing,Executive,5,114842,24,12,3,3,Yes,1,43,1,1,4,18,3,No
2060,37,Male,Divorced,HR,Assistant,4,72721,12,9,2,4,Yes,6,56,4,4,1,13,3,No
2061,27,Male,Divorced,Finance,Executive,5,111002,23,11,7,4,Yes,3,30,3,1,2,7,1,No
2062,58,Female,Single,Marketing,Assistant,2,78225,18,6,4,2,Yes,6,38,2,1,3,38,4,No
2063,51,Female,Divorced,Marketing,Assistant,5,70978,11,10,2,4,No,3,57,1,2,4,15,3,Yes
2064,52,Female,Single,IT,Executive,3,86373,18,11,3,3,Yes,6,50,2,4,2,31,3,No
2065,35,Female,Married,IT,Assistant,4,101907,22,8,3,1,No,6,39,1,4,1,36,2,Yes
2066,31,Female,Married,IT,Assistant,1,57097,12,11,2,5,No,7,35,4,2,2,19,4,No
2067,57,Male,Divorced,Sales,Analyst,5,43656,1,12,8,3,No,6,58,3,1,3,34,1,No
2068,53,Male,Single,Marketing,Executive,1,86984,21,14,3,5,No,6,49,4,3,4,46,4,No
2069,33,Male,Divorced,IT,Executive,4,82259,16,5,7,4,No,6,35,1,2,1,42,1,Yes
2070,55,Female,Divorced,IT,Analyst,1,65286,14,13,8,3,No,9,36,1,2,4,11,3,No
2071,52,Female,Divorced,Finance,Assistant,5,43901,1,6,6,2,No,7,30,3,4,2,21,3,No
2072,42,Male,Divorced,IT,Manager,2,50325,7,3,2,5,Yes,8,42,2,3,2,44,4,No
2073,21,Female,Single,Finance,Manager,3,86917,19,11,0,2,Yes,2,46,2,2,3,9,3,No
2074,40,Female,Divorced,HR,Executive,3,108429,25,11,8,5,No,3,38,2,3,2,31,2,Yes
2075,21,Female,Married,IT,Analyst,1,32530,5,11,3,4,No,2,45,2,3,3,17,4,No
2076,46,Male,Single,Finance,Assistant,3,77960,17,7,2,5,No,5,36,3,1,3,47,3,No
2077,28,Female,Divorced,IT,Analyst,3,62045,10,12,6,1,Yes,8,37,2,3,3,7,3,Yes
2078,20,Male,Single,HR,Assistant,2,33048,4,11,9,1,No,5,51,1,1,3,42,3,No
2079,30,Female,Divorced,IT,Executive,1,92772,24,11,8,5,Yes,2,38,4,2,4,24,1,No
2080,22,Female,Married,Finance,Executive,2,64529,14,9,6,5,Yes,2,58,1,2,2,20,3,No
2081,42,Male,Married,HR,Manager,2,91964,23,9,8,4,Yes,2,58,4,1,4,18,1,No
2082,45,Female,Married,HR,Analyst,4,55137,6,7,6,1,No,4,34,2,4,2,24,4,No
2083,23,Female,Single,HR,Executive,1,90963,25,3,7,2,Yes,5,49,4,3,3,40,3,No
2084,37,Female,Married,Sales,Analyst,2,104536,28,5,7,3,Yes,6,41,1,4,1,17,1,No
2085,25,Male,Divorced,Finance,Executive,5,78340,12,10,7,2,No,7,47,2,3,1,48,2,Yes
2086,54,Female,Divorced,Sales,Assistant,3,92179,20,9,1,3,Yes,8,43,4,4,2,9,2,No
2087,41,Female,Divorced,HR,Assistant,1,100967,26,11,1,3,Yes,5,56,2,2,4,38,2,No
2088,34,Female,Single,Sales,Manager,4,74734,12,9,1,3,Yes,3,41,1,1,2,32,3,No
2089,41,Female,Single,IT,Executive,2,23845,1,3,6,5,No,5,56,1,2,4,5,3,Yes
2090,56,Female,Married,Sales,Manager,5,76777,12,13,7,1,Yes,1,51,4,2,2,8,2,No
2091,31,Male,Single,Marketing,Manager,3,106036,26,5,9,4,No,7,59,4,4,4,46,3,No
2092,57,Male,Divorced,HR,Executive,3,48947,6,1,0,4,No,8,46,4,3,2,39,2,No
2093,37,Female,Divorced,HR,Executive,5,49494,4,14,7,4,No,6,51,1,1,2,30,2,No
2094,54,Female,Divorced,Finance,Assistant,1,68719,17,7,7,1,No,6,39,4,3,2,43,2,No
2095,49,Male,Single,IT,Manager,3,56884,10,2,4,5,No,9,35,1,3,4,22,3,No
2096,43,Female,Divorced,Finance,Assistant,3,86349,19,10,2,4,Yes,7,49,1,3,3,28,4,No
2097,49,Female,Married,Sales,Analyst,3,63179,11,10,0,5,Yes,8,44,4,1,4,3,1,No
2098,33,Female,Single,Marketing,Analyst,2,29610,1,6,3,2,No,6,46,2,2,1,47,4,No
2099,25,Female,Divorced,Marketing,Manager,2,41430,5,10,6,1,Yes,5,53,1,4,4,19,3,Yes
2100,22,Female,Divorced,Marketing,Manager,3,104154,24,12,6,2,Yes,7,56,4,1,3,12,3,No
2101,35,Female,Single,Marketing,Executive,4,120488,28,6,4,1,No,4,48,3,4,2,36,3,No
2102,26,Female,Single,IT,Executive,3,71737,14,7,5,5,Yes,5,34,2,4,3,8,2,No
2103,33,Female,Married,Sales,Manager,1,60525,13,3,8,5,No,6,41,4,4,3,3,1,No
2104,28,Male,Single,Marketing,Manager,4,39850,2,8,6,2,No,9,48,1,4,1,5,3,No
2105,34,Male,Divorced,HR,Analyst,1,99689,28,5,1,1,No,2,49,3,2,3,22,2,No
2106,40,Female,Married,Sales,Assistant,5,82175,14,10,1,4,No,7,38,1,3,3,48,1,Yes
2107,54,Female,Divorced,IT,Analyst,5,61648,6,4,1,4,Yes,5,36,1,1,4,11,1,Yes
2108,21,Female,Divorced,Marketing,Analyst,2,43078,6,11,1,3,No,2,55,1,2,4,14,3,Yes
2109,46,Female,Divorced,IT,Assistant,2,88448,21,12,4,2,No,2,37,2,4,4,42,4,No
2110,21,Male,Single,Marketing,Manager,2,90179,23,9,9,5,Yes,2,41,3,1,2,15,2,No
2111,54,Male,Single,HR,Manager,5,47074,1,9,4,2,Yes,8,47,2,3,1,36,1,Yes
2112,37,Male,Divorced,Sales,Analyst,1,99406,26,2,7,4,No,3,39,4,4,1,18,4,No
2113,33,Male,Single,HR,Analyst,4,98591,20,1,4,3,Yes,6,54,2,1,2,22,3,No
2114,39,Female,Divorced,Marketing,Assistant,2,59907,11,3,7,1,Yes,7,57,2,3,1,41,3,No
2115,37,Female,Single,Finance,Executive,5,109800,22,10,5,4,Yes,6,36,3,3,2,1,1,No
2116,29,Female,Single,Sales,Executive,2,33638,4,8,9,4,No,7,55,2,1,4,41,2,No
2117,44,Male,Single,IT,Manager,3,48671,6,4,3,2,No,4,30,1,3,2,26,1,No
2118,21,Female,Married,Marketing,Executive,4,42928,2,5,9,1,No,8,38,3,2,4,44,4,Yes
2119,44,Female,Single,HR,Manager,1,97382,27,13,3,4,No,5,40,1,4,4,26,2,Yes
2120,52,Male,Married,Finance,Manager,2,96403,25,5,2,3,No,1,38,1,1,1,3,4,No
2121,55,Male,Married,Marketing,Manager,3,94011,20,11,8,5,No,4,46,3,4,1,49,1,No
2122,50,Male,Married,IT,Assistant,3,115292,29,2,4,4,Yes,1,34,4,3,2,18,3,No
2123,33,Male,Divorced,HR,Analyst,4,54011,5,1,7,2,Yes,6,46,4,4,4,34,1,No
2124,20,Male,Single,Sales,Executive,5,80419,15,8,3,4,Yes,6,52,1,1,3,29,3,Yes
2125,35,Female,Divorced,Finance,Assistant,5,108517,23,10,2,2,No,3,57,2,1,3,12,4,No
2126,22,Female,Married,Marketing,Executive,2,47302,8,12,5,1,No,6,39,4,2,4,23,3,No
2127,54,Male,Single,Marketing,Assistant,2,78857,17,5,5,4,Yes,7,37,1,2,4,16,2,No
2128,25,Female,Divorced,Marketing,Executive,5,113700,23,2,5,3,No,4,52,4,1,1,19,4,No
2129,44,Female,Married,Marketing,Executive,1,52870,10,7,1,4,Yes,7,31,1,2,4,13,2,No
2130,32,Female,Divorced,HR,Analyst,1,47693,9,14,5,5,Yes,1,49,4,1,3,13,1,No
2131,53,Female,Divorced,Sales,Executive,3,31767,2,2,4,3,No,9,36,4,2,3,49,3,Yes
2132,27,Male,Single,IT,Assistant,4,65044,11,6,4,5,Yes,3,31,3,2,4,11,3,No
2133,40,Female,Single,Finance,Executive,1,22549,2,9,2,4,No,6,50,4,3,1,3,3,No
2134,53,Female,Divorced,Marketing,Analyst,2,110956,27,4,4,3,No,9,40,4,3,2,42,4,No
2135,23,Female,Single,Marketing,Executive,1,69140,16,5,9,3,Yes,2,59,3,4,3,16,2,No
2136,44,Male,Single,Sales,Assistant,4,45716,4,1,0,5,No,3,55,4,4,3,32,2,No
2137,34,Female,Divorced,Sales,Executive,2,108481,28,13,0,1,Yes,7,39,1,4,2,31,1,No
2138,23,Male,Single,HR,Analyst,4,88898,17,1,6,5,No,7,56,2,4,2,17,3,No
2139,31,Male,Single,HR,Analyst,5,68548,9,9,9,3,Yes,7,45,4,2,2,29,1,No
2140,51,Male,Married,HR,Analyst,4,68293,12,5,6,4,Yes,9,40,1,3,1,30,4,No
2141,51,Male,Single,Finance,Analyst,4,49837,5,12,8,4,No,5,53,1,2,1,36,4,No
2142,47,Female,Married,HR,Manager,4,46758,3,11,8,1,Yes,7,51,4,3,1,23,4,No
2143,32,Male,Divorced,Marketing,Analyst,2,44793,6,3,6,4,No,7,46,1,1,4,31,1,No
2144,50,Male,Married,HR,Executive,4,58638,7,2,9,3,No,9,49,3,4,3,20,2,Yes
2145,33,Male,Divorced,Finance,Executive,4,49993,4,10,8,4,Yes,7,40,2,2,4,20,3,No
2146,39,Male,Single,HR,Executive,3,73007,14,7,9,3,No,4,34,2,2,1,1,3,No
2147,37,Male,Single,HR,Executive,2,112542,29,4,8,4,No,6,37,4,1,2,16,4,No
2148,48,Female,Married,Marketing,Manager,4,81092,14,3,2,1,Yes,6,32,4,2,2,25,3,No
2149,25,Male,Divorced,Marketing,Manager,1,27356,2,2,3,4,No,2,46,4,1,1,32,2,Yes
2150,51,Female,Single,Marketing,Manager,4,122433,28,11,0,2,Yes,4,45,1,2,3,37,3,No
2151,48,Female,Married,HR,Executive,1,85380,21,11,1,2,Yes,8,37,4,3,4,47,3,No
2152,21,Male,Married,Marketing,Assistant,5,82385,15,11,7,3,No,1,48,2,1,2,34,1,No
2153,42,Female,Married,Sales,Assistant,5,75268,12,10,8,3,Yes,8,36,2,2,2,9,2,No
2154,38,Female,Single,IT,Executive,2,62671,14,10,8,4,Yes,7,30,4,4,4,32,3,No
2155,50,Female,Divorced,IT,Analyst,2,89163,23,4,8,2,Yes,7,35,2,1,4,14,3,No
2156,24,Male,Single,Marketing,Analyst,5,73656,10,9,0,4,Yes,6,46,4,1,4,42,2,No
2157,38,Male,Single,Finance,Executive,2,102592,26,10,7,3,No,5,43,3,4,2,4,2,No
2158,53,Male,Divorced,Marketing,Analyst,1,28795,3,13,4,5,No,6,54,4,1,3,20,4,Yes
2159,29,Male,Married,Marketing,Analyst,1,25798,2,7,2,2,No,1,49,3,2,4,18,3,No
2160,44,Male,Single,HR,Assistant,3,37036,2,1,5,2,Yes,1,39,1,4,1,47,1,No
2161,21,Male,Married,Finance,Executive,2,55355,11,3,3,5,Yes,3,45,1,3,3,35,4,Yes
2162,30,Male,Married,Marketing,Manager,2,61887,12,12,0,5,Yes,5,46,2,3,4,21,4,No
2163,50,Female,Divorced,Sales,Assistant,3,77961,15,5,2,2,No,9,57,3,2,2,45,3,No
2164,34,Female,Divorced,IT,Executive,4,71827,12,7,1,2,No,5,56,4,1,3,46,2,No
